episode,reward,actor_loss,critic_loss,mean_value,mean_sigma
1,18.214391561190673,2.703256130218506,0.622230589389801,0.0003162906796205789,0.9742845892906189
2,15.741274027529654,2.7144615650177,0.5058451294898987,0.174965962767601,0.9746512770652771
3,17.553196776843517,3.236947774887085,0.6414294242858887,0.32021117210388184,0.9749050140380859
4,5.724069044006077,2.798490285873413,0.7876052260398865,0.7788565158843994,0.9751493334770203
5,7.519288933887447,2.994537115097046,0.7490028142929077,0.798584520816803,0.9753613471984863
6,53.08820650133763,5.364389896392822,1.898449420928955,0.6477567553520203,0.9755217432975769
7,6.043038200932258,2.7161810398101807,0.9005576372146606,1.3007795810699463,0.9757535457611084
8,16.380354501700165,3.7690677642822266,1.2110588550567627,1.1424180269241333,0.9759520888328552
9,40.45834217238611,3.919008255004883,1.3746715784072876,0.9334728717803955,0.9761381149291992
10,5.585680096842344,1.1978249549865723,1.2262163162231445,1.7556506395339966,0.9762578010559082
11,15.878997796476652,3.274670362472534,1.3763699531555176,1.6639066934585571,0.9762493968009949
12,11.229810639497254,1.1840630769729614,0.6779996752738953,1.4111671447753906,0.9762179255485535
13,25.499495802458057,3.1425201892852783,1.4615415334701538,1.7191870212554932,0.9760958552360535
14,11.818313409550665,2.0761168003082275,1.516287088394165,1.9370933771133423,0.9759879112243652
15,20.351907039441233,3.5228676795959473,1.6216320991516113,1.6440271139144897,0.9759127497673035
16,51.39809744872716,3.854562759399414,1.551854133605957,1.696852684020996,0.9758320450782776
17,15.572686302744897,2.1063332557678223,1.2803471088409424,2.398014783859253,0.9757350087165833
18,11.649428634801007,2.8924710750579834,1.8192495107650757,2.996952533721924,0.9755951762199402
19,9.17865156778251,2.353832960128784,2.3340487480163574,3.038959264755249,0.9754678606987
20,13.180321447576196,3.5698723793029785,2.162872791290283,2.985935688018799,0.9753961563110352
21,9.874173348799301,2.361337423324585,1.6985023021697998,3.2699620723724365,0.9753815531730652
22,5.547669992021355,0.9186726808547974,1.6916255950927734,3.716104745864868,0.9753783345222473
23,7.325544496104024,0.2949816882610321,2.4707236289978027,3.8266232013702393,0.9753126502037048
24,17.9479273710443,2.7689497470855713,2.399601936340332,3.482844352722168,0.9752009510993958
25,4.304225577222538,0.48846396803855896,3.2573025226593018,4.363450050354004,0.9751285910606384
26,7.683823910381261,2.4587440490722656,2.138718605041504,3.8858213424682617,0.9750927090644836
27,8.190952632270886,2.09591007232666,3.4277966022491455,4.1966705322265625,0.9751405119895935
28,5.2863550340961964,1.5172641277313232,4.426788330078125,4.551857948303223,0.9752094149589539
29,4.409613952789746,0.23154670000076294,2.3035452365875244,4.764401912689209,0.975297212600708
30,5.372276043528732,1.2577983140945435,3.2570135593414307,4.7032060623168945,0.9754239916801453
31,8.00956895764061,1.4092381000518799,2.487881898880005,4.845715045928955,0.9756215214729309
32,18.96742532241674,1.935834527015686,1.619544506072998,4.467137336730957,0.9757330417633057
33,4.703780489727402,0.330432653427124,3.165640354156494,5.022676944732666,0.9758433699607849
34,6.2785686458325705,0.9050475358963013,3.1055805683135986,4.909584999084473,0.9759564399719238
35,5.46841829887402,0.5857638120651245,3.0105178356170654,4.9986796379089355,0.9760987758636475
36,10.959856321204514,2.2146971225738525,2.262507677078247,4.806249141693115,0.9762971997261047
37,6.671340214742658,1.1853278875350952,2.319810390472412,4.968199729919434,0.976527750492096
38,6.975226059201706,0.7758147716522217,1.612510323524475,4.768918037414551,0.976751983165741
39,4.675483131650491,-0.18200108408927917,1.0445716381072998,4.111470699310303,0.9769704937934875
40,6.729677676486763,0.9217128753662109,1.3540382385253906,4.437439918518066,0.9772121906280518
41,5.640242264086632,0.31040388345718384,1.246805191040039,4.314932823181152,0.9774699211120605
42,11.820776284489465,1.9500195980072021,1.2891610860824585,4.760740756988525,0.9777278304100037
43,3.282624231730539,-1.027222752571106,0.6379513144493103,3.698019504547119,0.978034496307373
44,6.3025588467972025,-0.47727495431900024,0.4930674433708191,4.039337635040283,0.9782469272613525
45,9.596274329358152,2.4094483852386475,1.7620742321014404,3.4135055541992188,0.9784855842590332
46,12.31344194460898,1.6205699443817139,0.8571251034736633,4.477634429931641,0.9787341952323914
47,4.773393279055012,-0.46008363366127014,0.7293168306350708,2.978492021560669,0.9789798855781555
48,3.4195666942317517,-1.7090550661087036,0.44508424401283264,2.2752535343170166,0.9791936874389648
49,11.049620533300072,1.3214912414550781,1.5301669836044312,4.420377731323242,0.9794254899024963
50,5.698659289692116,0.4641648828983307,0.5837820768356323,2.5541937351226807,0.9797077775001526
51,10.632033092043791,1.202897310256958,1.996056079864502,4.007953643798828,0.9799800515174866
52,9.157522361148912,0.3710610270500183,1.8441914319992065,4.8860931396484375,0.980243444442749
53,10.187798554170907,1.5085638761520386,2.0647995471954346,3.7735514640808105,0.9805051684379578
54,8.294474765448518,0.23651283979415894,0.488977313041687,2.745734930038452,0.9806614518165588
55,12.304101273665253,0.6341654658317566,1.5959941148757935,4.315814971923828,0.9807510375976562
56,13.827388121764221,1.0649951696395874,1.0335572957992554,4.09658145904541,0.9807791709899902
57,10.883361039906706,0.8199474811553955,1.0479869842529297,4.340680122375488,0.980810821056366
58,11.135625803194522,0.1673993617296219,2.4656331539154053,4.492705345153809,0.9808050990104675
59,7.616128928354602,-0.6055644750595093,1.2380404472351074,3.8861050605773926,0.9807646870613098
60,21.581709006895323,1.1696791648864746,2.0907905101776123,5.512758255004883,0.9807319641113281
61,11.182397253049558,-0.05224458500742912,2.454939603805542,5.3007988929748535,0.9806600213050842
62,9.856043079085628,-0.5738943219184875,2.26654052734375,5.279626369476318,0.9805418848991394
63,10.234681527933997,0.0667479857802391,1.7741830348968506,5.55337381362915,0.9804250597953796
64,35.83606178173431,1.7592830657958984,1.5759202241897583,6.231842994689941,0.9803051948547363
65,7.80827661715213,-1.0741316080093384,2.094221353530884,5.137090682983398,0.9801325798034668
66,9.99686039575376,-0.3162883222103119,2.1849308013916016,5.697571754455566,0.9799488186836243
67,4.676536682785601,-0.22145648300647736,1.8359713554382324,4.621934413909912,0.9798197746276855
68,10.887521526299281,-0.15642480552196503,1.4935499429702759,5.79085111618042,0.9796708226203918
69,14.8975485835044,0.329433798789978,1.0804202556610107,6.441946029663086,0.9795191884040833
70,8.169986635707627,-0.46605005860328674,1.882942795753479,5.7739481925964355,0.9793211817741394
71,8.015227871129664,-0.18293076753616333,1.6285573244094849,5.075402736663818,0.979150116443634
72,9.159601775892895,-0.47849029302597046,2.2470719814300537,5.541073322296143,0.9789707064628601
73,22.814935702105103,1.022959589958191,1.199828028678894,6.604586601257324,0.9788274765014648
74,8.504359266728331,-0.5641388297080994,1.8370081186294556,5.51371955871582,0.9786579012870789
75,8.354137301384888,-1.1529394388198853,1.6844308376312256,5.406359672546387,0.9784107208251953
76,12.975779996281045,0.11464476585388184,1.4999028444290161,5.959448337554932,0.9781813621520996
77,19.64636550202287,0.25147995352745056,1.9970109462738037,6.043224811553955,0.9779354929924011
78,10.644214583515419,-0.7309693098068237,1.5281598567962646,5.599429130554199,0.977644681930542
79,7.84939095439667,-0.4576471745967865,1.273823618888855,5.193800449371338,0.9773637652397156
80,30.322139223501615,0.7696658372879028,1.1280994415283203,6.374465465545654,0.9770419597625732
81,9.60174942135765,-0.21381282806396484,1.4742522239685059,5.442817687988281,0.9767436385154724
