episode,reward,actor_loss,critic_loss,mean_value,mean_sigma
1,42.311304406810216,6.596096038818359,0.0,0.0,0.9742845892906189
2,15.297828102664424,-1.0896368026733398,0.0,0.0,0.9743313193321228
3,14.935579498557729,-0.559222400188446,0.0,0.0,0.9743614792823792
4,14.87532718901242,0.6377794742584229,0.0,0.0,0.9743437767028809
5,11.5692329116496,11.135040283203125,0.0,0.0,0.974642813205719
6,21.009973533406757,3.6911869049072266,0.0,0.0,0.9749147891998291
7,204.59052470399652,-1.2694625854492188,0.0,0.0,0.9751470685005188
8,71.579922428132,3.005070209503174,0.0,0.0,0.9753312468528748
9,20.399609677604577,0.646683931350708,0.0,0.0,0.9755075573921204
10,80.14435596081685,2.1070549488067627,0.0,0.0,0.9756752848625183
11,65.38761698293688,17.078033447265625,0.0,0.0,0.9759498238563538
12,18.954073904926148,0.7254902124404907,0.0,0.0,0.9762012362480164
13,78.96564523946424,4.798707962036133,0.0,0.0,0.9764463305473328
14,84.0740395508106,3.2886109352111816,0.0,0.0,0.9766575694084167
15,14.241167343908373,0.8561679124832153,0.0,0.0,0.9768507480621338
16,50.752618927632454,-4.041481018066406,0.0,0.0,0.9769940972328186
17,7.679882690285729,2.0691707134246826,0.0,0.0,0.9771330952644348
18,142.02788967348786,5.3117218017578125,0.0,0.0,0.9772824645042419
19,72.72669200756306,-2.7031922340393066,0.0,0.0,0.9774088859558105
20,124.67256996497015,-7.169594764709473,0.0,0.0,0.97751384973526
21,113.03793564820906,1.6202876567840576,0.0,0.0,0.9776079058647156
22,31.245304863877355,-1.137650489807129,0.0,0.0,0.9776840806007385
23,109.27590681959843,13.256047248840332,0.0,0.0,0.9778160452842712
24,155.91976288502855,0.6742980480194092,0.0,0.0,0.9779386520385742
25,84.90034381760914,8.142208099365234,0.0,0.0,0.978102445602417
26,124.02945996817716,3.239957809448242,0.0,0.0,0.9782517552375793
27,112.72320696520278,1.426811695098877,0.0,0.0,0.9783923029899597
28,152.4847002017833,-24.130157470703125,0.0,0.0,0.9784635901451111
29,62.924494345649926,1.6893160343170166,0.0,0.0,0.9785385131835938
30,127.98186430890136,13.914568901062012,0.0,0.0,0.9786433577537537
31,116.79602466295988,13.336104393005371,0.0,0.0,0.978802502155304
32,91.00169239700683,-6.004752159118652,0.0,0.0,0.9789220690727234
33,141.84245572954643,11.1392183303833,0.0,0.0,0.9790699481964111
34,176.60935530253767,7.857054710388184,0.0,0.0,0.9792272448539734
35,137.2307479934142,-11.855386734008789,0.0,0.0,0.9793029427528381
36,207.87293600110226,-0.3064687252044678,0.0,0.0,0.979370653629303
37,242.62347362318113,-19.00832748413086,0.0,0.0,0.9794122576713562
38,21.497808226464723,2.8624634742736816,0.0,0.0,0.979480504989624
39,128.92145772000458,-5.773850917816162,0.0,0.0,0.9795230031013489
40,63.813506280440784,-7.6711626052856445,0.0,0.0,0.9795312881469727
41,139.43317486595276,11.35461139678955,0.0,0.0,0.9795729517936707
42,221.87627928840178,-18.08785629272461,0.0,0.0,0.9795661568641663
43,75.98444014098334,-16.407875061035156,0.0,0.0,0.9794761538505554
44,115.7316515830162,-10.022270202636719,0.0,0.0,0.9793627858161926
45,235.51858826087172,1.1320524215698242,0.0,0.0,0.9792611598968506
46,26.4983084446745,3.217205047607422,0.0,0.0,0.9792034029960632
47,142.49837210598767,-11.534957885742188,0.0,0.0,0.9791183471679688
48,108.83380703295052,-5.910017967224121,0.0,0.0,0.979029655456543
49,69.07646799660185,1.1991353034973145,0.0,0.0,0.9789572358131409
50,32.97426897982122,9.163372993469238,0.0,0.0,0.9789381623268127
51,83.64260770291936,0.3632209300994873,0.0,0.0,0.9789240956306458
52,75.85645227725169,-1.662032127380371,0.0,0.0,0.9789003729820251
53,56.83981532222803,-7.695828437805176,0.0,0.0,0.9788543581962585
54,212.31394654420905,-9.388612747192383,0.0,0.0,0.9787948131561279
55,128.6085187814544,-2.2980141639709473,0.0,0.0,0.9787337779998779
56,222.82203454490133,3.7407288551330566,0.0,0.0,0.9786850810050964
57,103.42236070250652,4.113249778747559,0.0,0.0,0.9786565899848938
58,217.31996160430143,5.880659103393555,0.0,0.0,0.9786550402641296
59,215.76117598984555,24.92259407043457,0.0,0.0,0.9787405133247375
60,111.86930347738074,10.858169555664062,0.0,0.0,0.9788477420806885
61,213.33909217820195,4.999789237976074,0.0,0.0,0.9789578318595886
62,270.1913975124687,-1.5088775157928467,0.0,0.0,0.9790546894073486
63,96.32043915491495,-12.732645988464355,0.0,0.0,0.9791027903556824
64,148.9980368528317,-9.53676700592041,0.0,0.0,0.9791193008422852
65,209.56948889532356,-33.579078674316406,0.0,0.0,0.97907954454422
66,234.5983361817948,15.042781829833984,0.0,0.0,0.979095458984375
67,213.46247967258532,8.470935821533203,0.0,0.0,0.9791324734687805
68,187.43782638180113,13.405387878417969,0.0,0.0,0.9792004227638245
69,272.70320273216913,-22.27039909362793,0.0,0.0,0.9792324900627136
70,222.33502610196695,-6.414222240447998,0.0,0.0,0.9792465567588806
71,130.34739219971777,1.3585596084594727,0.0,0.0,0.9792630076408386
72,116.54098689373049,-1.4994263648986816,0.0,0.0,0.9792693257331848
73,115.5698439481411,-10.325760841369629,0.0,0.0,0.9792454242706299
74,76.45649528571352,0.7906718254089355,0.0,0.0,0.9792253971099854
75,152.2300990448606,-17.66808319091797,0.0,0.0,0.9791768193244934
76,95.93864278330835,19.490930557250977,0.0,0.0,0.9792273640632629
77,168.18906752999197,-27.542631149291992,0.0,0.0,0.9792154431343079
78,240.08826796462517,-1.1560161113739014,0.0,0.0,0.9792028069496155
79,197.4405787075106,12.738595008850098,0.0,0.0,0.9792091250419617
80,97.72149115192501,-8.562413215637207,0.0,0.0,0.97919100522995
81,137.83789130049365,14.352088928222656,0.0,0.0,0.9792212843894958
82,123.87374897562988,-10.844776153564453,0.0,0.0,0.979217529296875
83,136.49612930117516,-14.07380485534668,0.0,0.0,0.9791591167449951
84,191.02637093849089,2.304680824279785,0.0,0.0,0.9791102409362793
85,245.06338705080444,-7.448456764221191,0.0,0.0,0.9790560603141785
86,147.06719373924855,1.0267276763916016,0.0,0.0,0.9790120720863342
87,78.02801056976456,1.4124021530151367,0.0,0.0,0.9789761900901794
88,212.0188960871767,18.287860870361328,0.0,0.0,0.9789701104164124
89,237.26578105316946,14.604930877685547,0.0,0.0,0.9790005683898926
90,204.57005757519346,-22.359127044677734,0.0,0.0,0.9789559841156006
91,224.2880351492682,-12.761674880981445,0.0,0.0,0.978886067867279
92,244.88593711027866,-4.83775520324707,0.0,0.0,0.9788086414337158
93,193.53909778363655,17.07593536376953,0.0,0.0,0.9787817001342773
94,217.24219033078268,-21.599319458007812,0.0,0.0,0.9787023067474365
95,13.567090717740326,-8.814306259155273,0.0,0.0,0.9785714149475098
96,107.5951182015841,4.128086090087891,0.0,0.0,0.9784665107727051
97,29.8216015900736,-6.563786506652832,0.0,0.0,0.9782893061637878
98,253.39309525656904,0.536379337310791,0.0,0.0,0.9781293869018555
99,234.64962461385633,3.2647266387939453,0.0,0.0,0.9779930710792542
100,177.16634836553703,1.2459654808044434,0.0,0.0,0.9778721332550049
101,216.1781019072198,-9.68328857421875,0.0,0.0,0.9777246117591858
102,20.825121659315,-4.396387577056885,0.0,0.0,0.9775700569152832
103,201.80529178485668,10.000425338745117,0.0,0.0,0.9774655699729919
104,230.070212532899,10.24641227722168,0.0,0.0,0.9774029850959778
105,192.71935898256683,20.277450561523438,0.0,0.0,0.9774062633514404
106,222.25428070569595,25.251785278320312,0.0,0.0,0.9774794578552246
107,68.73936048370376,-3.5244529247283936,0.0,0.0,0.9775104522705078
108,220.15849716974708,-0.7666840553283691,0.0,0.0,0.9775374531745911
109,153.02785074200818,4.843778610229492,0.0,0.0,0.9775697588920593
110,112.7843050439644,-0.409332275390625,0.0,0.0,0.9775977730751038
111,222.09568422834053,-0.0375676155090332,0.0,0.0,0.9776244163513184
112,172.09131343363185,28.10295295715332,0.0,0.0,0.9777222275733948
113,207.76432188144258,14.06689453125,0.0,0.0,0.9778404235839844
114,149.47506393957082,16.598514556884766,0.0,0.0,0.9779760241508484
115,212.93229878265402,0.21132993698120117,0.0,0.0,0.9781000018119812
116,195.30642514922664,1.2594449520111084,0.0,0.0,0.9782159924507141
117,184.47383592005778,7.422122001647949,0.0,0.0,0.9783323407173157
118,174.76945769505835,-1.7328262329101562,0.0,0.0,0.9784323573112488
119,156.7582324273344,15.389799118041992,0.0,0.0,0.9785714149475098
120,231.47664203343888,0.7784538269042969,0.0,0.0,0.9787003397941589
121,199.97509215968776,12.77989387512207,0.0,0.0,0.9788445830345154
122,226.65976689001198,12.230091094970703,0.0,0.0,0.9790098071098328
123,135.37734471459703,-14.15632438659668,0.0,0.0,0.9791048169136047
124,150.40379489479605,-12.049009323120117,0.0,0.0,0.9791593551635742
125,211.87726534142465,-6.380580902099609,0.0,0.0,0.9791949391365051
126,216.55152097716478,-11.183032035827637,0.0,0.0,0.9791859984397888
127,192.60301665999253,-3.590465545654297,0.0,0.0,0.9791683554649353
128,193.35106481693202,5.995658874511719,0.0,0.0,0.9791715145111084
129,207.2082947785826,8.350042343139648,0.0,0.0,0.9791943430900574
130,40.289654926427694,-1.3910207748413086,0.0,0.0,0.9792101979255676
131,196.710705663196,-0.4172368049621582,0.0,0.0,0.979219913482666
132,220.26816327715787,11.581262588500977,0.0,0.0,0.9792582988739014
133,217.34475609384594,-4.672116756439209,0.0,0.0,0.9792766571044922
134,212.96917448844698,-7.830577850341797,0.0,0.0,0.9792765974998474
135,125.77621418414891,-1.3163719177246094,0.0,0.0,0.9792739748954773
136,235.83101861798914,20.490707397460938,0.0,0.0,0.9793567061424255
137,218.06108957139526,16.666555404663086,0.0,0.0,0.9794760346412659
138,22.934854319550688,-6.545256614685059,0.0,0.0,0.9795472025871277
139,216.820601002992,7.059202671051025,0.0,0.0,0.9796282649040222
140,30.251165492071262,1.1677727699279785,0.0,0.0,0.9797109961509705
141,199.60813339154325,-9.889335632324219,0.0,0.0,0.9797425866127014
142,233.52104451512486,17.344446182250977,0.0,0.0,0.9798130989074707
143,233.11587803944505,-6.771993160247803,0.0,0.0,0.9798634648323059
144,245.91595161679297,5.475930213928223,0.0,0.0,0.9799227118492126
145,37.577061084413074,1.3687729835510254,0.0,0.0,0.9799855351448059
146,48.324698800534755,-6.121794700622559,0.0,0.0,0.9800105690956116
147,254.7974213694984,-0.553502082824707,0.0,0.0,0.9800317883491516
148,61.668973657994094,11.573004722595215,0.0,0.0,0.9801134467124939
149,241.19948573488108,-3.505650758743286,0.0,0.0,0.9801743626594543
150,147.26287835046006,-6.857235908508301,0.0,0.0,0.9802141189575195
151,251.43930780214484,10.044957160949707,0.0,0.0,0.9802635312080383
152,178.3570850941805,-0.2623405456542969,0.0,0.0,0.9803079962730408
153,229.09020212028352,3.5724220275878906,0.0,0.0,0.9803564548492432
154,233.83251108010847,-12.680830001831055,0.0,0.0,0.9803793430328369
155,53.0190437328707,6.795786380767822,0.0,0.0,0.9804186820983887
156,243.74028492152772,34.56602478027344,0.0,0.0,0.9805493354797363
157,254.17906600641746,4.0645318031311035,0.0,0.0,0.9806763529777527
158,159.28831625657642,-5.25138521194458,0.0,0.0,0.9807794690132141
159,191.3278085391605,0.4673595428466797,0.0,0.0,0.9808772206306458
160,242.55482792957707,1.672318935394287,0.0,0.0,0.9809725880622864
161,224.99519510797276,33.755882263183594,0.0,0.0,0.981209933757782
162,233.73571389405154,-13.789556503295898,0.0,0.0,0.9814041256904602
163,89.42516578148367,14.143562316894531,0.0,0.0,0.9816343188285828
